id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
35943942,Trauma,Preventive,What strategies can employers implement to foster mental well-being and reduce burnout in the veterinary profession?,Create safe environments for open communication,Limit work hours to 20 per week,Eliminate all work-related responsibilities,Increase salaries for all staff,Create safe environments for open communication,1
33852877,Trauma,Diagnostic,What type of brain inflammatory reactions were associated with increased posttraumatic learning deficits after a traumatic brain injury in male mice?,Chronic pain,Astrocytic atrophy,Microglial reactions,Subdural hematoma,Microglial reactions,3
35229367,Trauma,Preventive,Which factor is significantly associated with dropout rates in trauma-focused therapy for survivors of interpersonal violence?,Unemployment status,Gender identity,Marital status,Age of the individual,Unemployment status,1
34762769,Trauma,Diagnostic,Which type of facial expression is particularly misidentified by patients with bipolar disorder when recognizing emotions?,Surprised,Sad,Angry,Happy,Sad,2
34176544,Trauma,Preventive,What coping strategies are suggested to potentially mitigate posttraumatic stress symptoms among firefighters?,Active problem-solving,Avoidant coping,Substance abuse,Complete isolation,Active problem-solving,1
36429969,Trauma,Prognostic,What may the implementation of specific treatment processes for young adults with severe mental disorders lead to in terms of future mental health outcomes?,Increased stigma,Decreased incidence of involuntary hospitalizations,Higher rates of trauma,Increased social isolation,Decreased incidence of involuntary hospitalizations,2
32965137,Trauma,Preventive,What intervention strategies may help mitigate the negative health impacts of parenting stress in mothers with histories of abuse?,Reduced healthcare access,Increased counseling support,Isolation from social networks,Strict parenting guidelines,Increased counseling support,2
30200036,Trauma,Diagnostic,What dysfunctional schema modes are commonly identified in individuals with psychiatric disorders?,Happy Child,Resourceful Adult,Secure Base,Compliant Surrender,Compliant Surrender,4
21328636,Trauma,Diagnostic,What factors might explain gender differences in HPA axis reactivity following early life trauma?,Coping strategies used by children,Duration of trauma exposure,Age of onset of trauma,Biological sex differences in stress responses,Biological sex differences in stress responses,4
23071345,Trauma,Diagnostic,Which history is significantly associated with poorer physical health outcomes in female veterans?,Rape during military service,Economic hardship,Family medical history,Service-related injuries,Rape during military service,1
27842464,Trauma,Diagnostic,What mediating factors were identified in the association between childhood maltreatment and adult personality dysfunction?,Insecure attachment styles,Nutritional habits,Genetic predisposition,Financial stability and employment status,Insecure attachment styles,1
28498730,Trauma,Preventive,What evidence supports the use of adverse childhood experiences (ACEs) as a prevention strategy for future mental health issues in mothers experiencing intimate partner violence?,Link to diabetes,Higher ACE scores than national rates,Correlation with cardiovascular disease,Significant association with child behavior,Significant association with child behavior,4
34708439,Trauma,Diagnostic,Which cognitive processing style was identified as a potential risk factor for the development of PTSD symptoms in student paramedics?,Conceptual thinking,Abstract thinking,Linear thinking,Concrete thinking,Abstract thinking,2
27620071,Trauma,Diagnostic,Which brain region's volume is typically reduced in children and adolescents suffering from post-traumatic stress disorder?,Cerebellum,Thalamus,Amygdala,Basal Ganglia,Amygdala,3
22521897,Trauma,Prognostic,How does the presence of avoidant personality disorder influence the relationship between PTSD and the frequency of deliberate self-harm?,Decreases frequency of DSH,Increases frequency of DSH,Has no influence,Only affects males,Increases frequency of DSH,2
27394687,Trauma,Prognostic,How may MDMA-assisted psychotherapy influence the processing of traumatic memories in patients with PTSD?,Increasing negative memory associations,Facilitating trauma recall without overwhelming negative affect,Completely blocking memory recall,Promoting chronic emotional detachment,Facilitating trauma recall without overwhelming negative affect,2
34091962,Trauma,Diagnostic,"What underlying role does hostility play in the functional impairment of veterans with PTSD, beyond the effects of PTSD and depressive symptoms?",Higher hostility is associated with greater functional impairment,Hostility directly alleviates PTSD symptoms,Hostility has no impact on functioning,Higher hostility leads to better social support,Higher hostility is associated with greater functional impairment,1
22574657,Trauma,Prognostic,What might pre-exposure waking cortisol levels predict in individuals after experiencing a potentially traumatic event?,Future resilience,Social withdrawal,Emotional sequelae,Coping strategies,Emotional sequelae,3
35254848,Trauma,Diagnostic,What unique factors must clinicians consider when assessing trauma in sexual minority individuals?,Age-related factors,Cultural context,Genetic predispositions,Occupational stress,Cultural context,2
21194896,Trauma,Preventive,What is the effect of post-stress treatment with propranolol on the prevalence of PTSD-like behavioral responses in an animal model?,Ineffective,Mixed results,Unknown,Effective,Ineffective,1
30772749,Trauma,Preventive,What is a shared concern regarding the use of risk assessment scales in evaluating self-harm?,They are always cost-effective,They require extensive training,They are overly accurate,They can lead to inappropriate treatment allocation,They can lead to inappropriate treatment allocation,4
21057336,Trauma,Preventive,"What extended therapeutic approach appears more effective at reducing symptoms of depression, anxiety, and PTSD in trauma patients?",Short-term psychotherapy,Medication only,Inpatient psychotherapeutic support,Long-term outpatient psychotherapy,Long-term outpatient psychotherapy,4
35642990,Trauma,Prognostic,What is the expected effect of prolonged exposure therapy on fear extinction in PTSD patients following treatment?,Complete return of fear,Immediate fear acquisition,Temporary anxiety alleviation,Sustained fear extinction,Sustained fear extinction,4
19840512,Trauma,Diagnostic,What type of stressor is more commonly reported by males who attempted suicide compared to females?,Psychotic disorders,Family relationship problems,Substance abuse,Unemployment or economic problems,Unemployment or economic problems,4
23158960,Trauma,Diagnostic,What specific deficits were observed in children with severe traumatic brain injury regarding emotional communication?,Difficulty in emotive communication,Difficulty in expressing happiness,Difficulty in understanding fear,Difficulty in understanding sadness,Difficulty in emotive communication,1
21280941,Trauma,Prognostic,How does deployment to combat zones potentially influence the mental health trajectory of military personnel post-deployment?,Improved job involvement,Higher job satisfaction,Reduced intention to reenlist,Increased risk of PTSD,Increased risk of PTSD,4
21229394,Trauma,Diagnostic,What aspect associated with housing conditions was identified as positively correlated with psychological distress in low-income urban women?,Financial stability,Neighborhood safety,Family support,Household disrepair,Household disrepair,4
35661897,Trauma,Diagnostic,What pre-deployment factors are associated with an increased likelihood of relationship conflict and intimate partner violence among military personnel after returning from combat?,Deployment in non-combat roles,Childhood adversity,Length of deployment,Older age at deployment,Childhood adversity,2
37557988,Trauma,Prognostic,What baseline psychosocial factor was identified as the strongest predictor of developing suicidal ideation and attempts among U.S. veterans without a history of suicidality?,Community integration,Post-traumatic stress disorder,Substance use disorder,Purpose in life,Purpose in life,4
31888659,Trauma,Diagnostic,"Which significant factors were identified as correlates of suicidal ideation among firefighters, apart from PTSD and depressive symptoms?",Low income,Substance abuse history,Family history of suicide,"Recent traumatic experience, high occupational stress","Recent traumatic experience, high occupational stress",4
25745839,Trauma,Preventive,Which method is suggested to potentially limit recidivism of self-poisoning suicides related to alcohol involvement?,Increasing public awareness on alcohol risks,Reducing access to firearms,Group therapy for substance abuse,Screening for past self-harm behaviors,Screening for past self-harm behaviors,4
23282331,Trauma,Prognostic,How might transforming beliefs about malevolent voices impact attentional functioning in psychotic patients?,Improve attentional functioning,Increase hallucination frequency,Decrease medication compliance,Worsen symptoms,Improve attentional functioning,1
34411318,Trauma,Diagnostic,What underlying disorder may exacerbate disordered eating in adults with a history of childhood sexual abuse?,Posttraumatic stress disorder,Panic disorder,Bipolar disorder,Generalized anxiety disorder,Posttraumatic stress disorder,1
38919634,Trauma,Preventive,What is a critical aspect clinicians must evaluate when assessing patients with borderline personality disorder who request medical assistance in dying?," ""The patient's family history of suicide""","""The patient's past trauma history""",The eligibility requirements for MAiD,The types of medications used,The eligibility requirements for MAiD,3
21798345,Trauma,Prognostic,How might prenatal cigarette exposure affect the physiological regulation of infants in the context of environmental factors like maternal depression?,Decrease respiratory sinus arrhythmia,Increase physiological dysregulation,Improve respiratory function,Enhance growth rate,Increase physiological dysregulation,2
34575242,Trauma,Diagnostic,Which psychiatric conditions exhibit significant retinal microvascular dysfunction as indicated by OCTA?,Anxiety and OCD,ADHD and Autism Spectrum Disorder,Schizophrenia and Bipolar Disorder,Depression and PTSD,Schizophrenia and Bipolar Disorder,3
28151992,Trauma,Preventive,What psychosocial intervention has shown the most effectiveness in decreasing PTSD symptoms for refugees and asylum seekers?,Narrative Exposure Therapy,Person-Centered Therapy,Exposure Therapy,Cognitive Behavioral Therapy,Narrative Exposure Therapy,1
36567137,Trauma,Diagnostic,What factor is suggested as a risk factor for violent and suicidal behaviors among patients with substance use disorders?,Recent trauma experience,Age of first use,Family history of SUD,Gender identity,Recent trauma experience,1
18439448,Trauma,Diagnostic,Which neurotransmitter system is primarily discussed in relation to the heritability of suicidal behavior?,Cholinergic system,Endocannabinoid system,Serotonergic system,GABAergic system,Serotonergic system,3
34488084,Trauma,Prognostic,"How might prenatal insomnia affect postpartum mental health, particularly related to trauma?",Increase resilience,Reduce postnatal depression risk,Contribute to childbirth-related PTSD symptoms,Decrease childbirth anxiety,Contribute to childbirth-related PTSD symptoms,3
32765352,Trauma,Prognostic,What role does self-compassion play in the risk of suicide among adolescents in a post-disaster context?,Promotes resilience against PTSD,Increases risk via negative self-talk,Has no impact on suicide risk,Only affects older adolescents,Promotes resilience against PTSD,1
21447076,Trauma,Diagnostic,What is identified as a mediating factor between childhood adversity and suicidality in male prisoners?,Family history of suicidality,Substance abuse,Educational attainment,Personality dimensions,Personality dimensions,4
33990241,Trauma,Prognostic,Which combination of factors is suggested to be a robust predictor of suicidal desire in adult psychiatric inpatients?,Social Support and Hopelessness,Depression and Anxiety,Pain and Hopelessness,Age and Gender,Pain and Hopelessness,3
21656539,Trauma,Prognostic,How does childhood emotional abuse potentially affect the severity of eating disorder symptoms?,By influencing self-esteem,By reducing metabolic rate,By increasing hunger,By enhancing cognitive flexibility,By influencing self-esteem,1
37226725,Trauma,Prognostic,Which group of college students is at higher risk for current suicidal intent as per the findings?,Students with low PTSS,Students studying abroad,Students with no history of assault,First-generation college students,First-generation college students,4
27873466,Trauma,Diagnostic,Which brain region demonstrated reduced local gyrification index in PTSD patients following motor vehicle accidents?,Right hippocampus,Anterior cingulate cortex,Left lateral orbitofrontal cortex,Posterior parietal cortex,Left lateral orbitofrontal cortex,3
28326164,Trauma,Diagnostic,How does PTSD symptom severity impact cognitive functions such as working memory and executive functioning among trauma survivors?,It negatively correlates with cognitive functions,It has no effect on cognitive functions,It enhances cognitive functions,It positively correlates with cognitive functions,It negatively correlates with cognitive functions,1
20186981,Trauma,Preventive,How should healthcare practitioners address the self-medication behavior in individuals with PTSD to prevent negative outcomes?,Assess reasons for substance use,Encourage avoidance of social settings,Minimize therapy sessions,Recommend over-the-counter medication,Assess reasons for substance use,1
34395359,Trauma,Diagnostic,What mediating factor was identified in the relationship between perceived stress and PTSD among frontline medical staff?,Job satisfaction,Social support,Compassion fatigue,Insomnia severity,Insomnia severity,4
35064977,Trauma,Preventive,What psychotherapy intervention is proposed for alleviating symptoms of trauma in first responders?,Medication,Eye Movement Desensitization and Reprocessing,Cognitive Behavioral Therapy,Group Therapy,Eye Movement Desensitization and Reprocessing,2
35124668,Trauma,Preventive,What strategies can be employed to mitigate the effects of physical and mental stressors during adolescence?,Enhance academic pressure,Increase physical activity,Ignore stressors,Develop targeted interventions,Develop targeted interventions,4
11195267,Trauma,Prognostic,How might the prevalence of violence against women be expected to impact mental health outcomes in affected populations?,Decreased healthcare utilization,Lead to improved social cohesion,Increase rates of anxiety and depression,Reduce incidence of PTSD,Increase rates of anxiety and depression,3
23986816,Trauma,Preventive,What type of intervention was assessed for its effectiveness in preventing the development of PTSD in trauma-exposed individuals?,Individual psychodynamic therapy,Dyadic cognitive-behavioral intervention,Group support therapy,Medication-assisted therapy,Dyadic cognitive-behavioral intervention,2
25906792,Trauma,Preventive,What type of media portrayal may positively influence individuals with higher suicidal tendencies?,negative outcomes,mastery of crisis,suicide completion,death by natural causes,mastery of crisis,2
31079521,Trauma,Preventive,What interventions are suggested to support posttraumatic growth among gang-involved youth?,Enhanced sports programs,Increased educational opportunities,Trauma-focused treatment,Job placement services,Trauma-focused treatment,3
35967188,Trauma,Diagnostic,What underlying factors are suggested to be associated with the presentation of rectal foreign bodies in patients with psychiatric illness?,Older age,Better mental health,Higher socioeconomic status,Lower socioeconomic status,Lower socioeconomic status,4
22216050,Trauma,Preventive,Which medication is considered a safer alternative to amobarbital in drug-assisted interviews for dissociative amnesia?,Diazepam,Clonazepam,Alprazolam,Lorazepam,Lorazepam,4
20712824,Trauma,Prognostic,How does childhood trauma affect stress sensitivity in later psychotic outcomes?,Increases stress sensitivity,No effect on stress sensitivity,Decreases stress sensitivity,Only affects emotional responses,Increases stress sensitivity,1
31989834,Trauma,Diagnostic,What factors have been identified as risk factors for poorer mental health outcomes following collective actions?,Higher social support,Greater community cohesion,Lower socioeconomic status,Increased resilience,Lower socioeconomic status,3
35641330,Trauma,Preventive,What intervention can be used to significantly reduce the risk of trauma recidivism in individuals with PTSD?,Outpatient PTSD treatment,Support groups,Medication management,Cognitive Behavioral Therapy,Outpatient PTSD treatment,1
23129288,Trauma,Diagnostic,Which attachment characteristics have been associated with posttraumatic stress symptoms among veterans seeking care?,Attachment ambivalence,Attachment anxiety,Attachment avoidance,Attachment security,Attachment anxiety,2
21880030,Trauma,Diagnostic,What psychological measure was significantly higher in pregnant women diagnosed with a structural fetal anomaly compared to those without?,Hospital Anxiety and Depression Scale,Impact of Event Scale,Beck Depression Inventory,State-Trait Anxiety Inventory,Impact of Event Scale,2
32639842,Trauma,Preventive,Which aspect of hope may be particularly crucial in mitigating negative psychological adjustment after exposure to interpersonal violence?,hope agency,hope absence,hope resilience,hope pathways,hope agency,1
33871878,Trauma,Preventive,Which variable may be targeted to improve positive memory retrieval among individuals with posttraumatic stress disorder based on sleep quality?,Sleep duration,Physical exercise,Social support,Medication adherence,Sleep duration,1
35190801,Trauma,Preventive,Which factors are crucial for mitigating the psychological impact of the COVID-19 pandemic on school children?,Remedial school policies,Higher frequency of video game play,Increased social interactions,Medication management,Increased social interactions,3
23011785,Trauma,Preventive,What type of interventions is recommended to prevent the psychological sequelae of childhood sexual abuse?,Early preventative interventions,Pharmacotherapy only,No interventions are necessary,Psychosocial interventions only,Early preventative interventions,1
36455101,Trauma,Diagnostic,Which social determinant is associated with a higher likelihood of intentional traumatic injuries?,Food insecurity,Healthcare access,Social cohesion,Economic stability,Food insecurity,1
34887783,Trauma,Prognostic,How might childhood maltreatment influence the social cognition of patients with opioid dependence?,It has no effect,It may enhance theory of mind performance,It could be a pre-existing risk factor for ToM impairment,It may decrease executive functions only,It could be a pre-existing risk factor for ToM impairment,3
34430991,Trauma,Prognostic,How does early-life stress impact the behavioral outcomes related to cocaine exposure in female rats during adulthood?,Reduces addiction likelihood,Enhances resilience to stress,Induces persistent negative affect,Increases anxiety levels,Induces persistent negative affect,3
30293122,Trauma,Preventive,What role does irritability play in predicting suicidal behaviors in children and adolescents?,An irrelevant symptom to suicidal thoughts,A protective factor against suicide,An indication of good emotional regulation,A risk factor for suicidal ideation,A risk factor for suicidal ideation,4
27137139,Trauma,Diagnostic,What role does perceived racial discrimination play in the onset of suicidal ideation among African American youth?,No effect at all,Direct effect on suicidal ideation,Negative impact on self-esteem,Increased social support,Direct effect on suicidal ideation,2
21586149,Trauma,Preventive,What treatment could potentially reduce both PTSD and depression symptoms in veterans?,Use of benzodiazepines,Augmentation with aripiprazole,Cognitive behavioral therapy,Increased exercise,Augmentation with aripiprazole,2
35954645,Trauma,Diagnostic,What maternal factor was significantly related to greater adolescent adjustment difficulties in the context of trauma exposure?,Higher educational level,Increased income level,More family members,Increased maternal depression,Increased maternal depression,4
36429629,Trauma,Prognostic,How do new adversities experienced over time affect the mental health symptoms of refugees following trauma?,They have no effect,They predict an increase in symptoms,They guarantee a full recovery,They only affect PTSD symptoms,They predict an increase in symptoms,2
35994391,Trauma,Prognostic,Which neurostructural imaging biomarker may indicate the severity of fatigue symptoms in children after a traumatic brain injury?,Susceptibility-weighted imaging,CT scan,Diffusion tensor imaging,Functional MRI,Susceptibility-weighted imaging,1
34630181,Trauma,Diagnostic,Which types of childhood trauma are linked to a higher risk of developing borderline personality disorder?,Chronic illness,Parental separation,Economic hardship,Physical abuse,Physical abuse,4
21478225,Trauma,Preventive,What should be increased awareness regarding the health of children displaying problems typically associated with Autism Spectrum Disorders?,Anxiety levels,Emotional difficulties,Sleep problems,Behavioral issues,Sleep problems,3
35272500,Trauma,Diagnostic,What are some major types of needs identified among individuals who have experienced sudden bereavement?,Pragmatic,Emotional,Informational,All of the above,All of the above,4
28914092,Trauma,Preventive,What strategies can mental health professionals implement to improve suicide risk assessment practices among their patients?,Ignoring previous suicidal thoughts,Increasing training on evidence-based practices,Reducing the number of patients seen,Utilizing psychometric testing for all patients,Increasing training on evidence-based practices,2
21698170,Trauma,Prognostic,How might the initial severity of posttraumatic stress disorder symptoms influence the outcome of pain and muscle fatty infiltrates in whiplash injury patients?,Worsen recovery,Improve recovery,Eliminate pain,Have no effect,Worsen recovery,1
34416516,Trauma,Prognostic,Which factors were identified as predictors of high PTSD symptom severity in healthcare workers during the pandemic?,Extended work hours and experience,Family support structures,High anxiety and depression levels,Low income and job satisfaction,High anxiety and depression levels,3
34196036,Trauma,Diagnostic,What cognitive impairments may arise in rat dams as a result of maternal separation during infancy?,No impairments,Long-term impairments,Transient impairments,Immediate impairments,Long-term impairments,2
23281644,Trauma,Prognostic,What is the expected impact of traumatic brain injury on psychiatric comorbidities in patients with psychogenic nonepileptic seizures?,Increase comorbidities,Only affect physical health,Reduce comorbidities,Have no effect,Increase comorbidities,1
33639332,Trauma,Preventive,What strategies might be effective in mitigating mental health symptoms among refugee adolescents exposed to war conditions?,Improved family income,Higher education levels,Increased community coherence,Enhanced physical activity,Increased community coherence,3
36154324,Trauma,Diagnostic,Which socio-demographic characteristics were identified as common among psychiatric patients with a history of suicidal behavior?,Older rural females,Young urban males,Educated professionals,Married individuals with children,Young urban males,2
26207868,Trauma,Diagnostic,Which psychological factor is associated with a decrease in cognitive complaints post-stroke?,Proactive coping,Pessimism,Passive coping,Neuroticism,Proactive coping,1
22001009,Trauma,Prognostic,How might altered diurnal patterns of salivary alpha-amylase in PTSD patients influence their associated psychiatric symptoms?,Decrease overall symptom severity,Indicate chronic SNS activation,Enhance sympathetic nervous system health,Lower glucocorticoid sensitivity,Indicate chronic SNS activation,2
15226144,Trauma,Preventive,What interventions might be necessary to reduce suicide risk among same-sex oriented adolescents in Guam?,Counseling about sexuality and abuse,Increased academic support,Community sports initiatives,Enhanced physical education programs,Counseling about sexuality and abuse,1
33741826,Trauma,Diagnostic,Which factors were identified as predictors of driving status in service members and veterans following a traumatic brain injury?,Gender of veteran,Self-reported PTSD symptoms,Age of injury,Smoking history,Self-reported PTSD symptoms,2
34034217,Trauma,Prognostic,How may personality functioning impact mental health outcomes in adults who experienced child maltreatment?,It can exacerbate health problems,It has no effect on health outcomes,It guarantees improved health outcomes,It may mediate adverse health outcomes,It may mediate adverse health outcomes,4
23067427,Trauma,Factoid,What therapy has been shown to reduce both posttraumatic stress disorder and co-occurring depression simultaneously?,Dialectical Behavior Therapy,Eye Movement Desensitization and Reprocessing,Cognitive Processing Therapy,Psychodynamic Therapy,Cognitive Processing Therapy,3
37074830,Trauma,Diagnostic,What type of injury is significantly associated with an increase in neurotic disorder symptoms among patients in a psychotherapeutic day hospital?,Head injury,Fracture,Spinal cord injury,Burn,Head injury,1
21396383,Trauma,Diagnostic,What behavioral paradigm is suggested to induce major depressive disorder-like symptoms following exposure to traumatic events?,Social facilitation,Conditioned avoidance,Learned helplessness,Operant conditioning,Learned helplessness,3
31062669,Trauma,Diagnostic,What underlying factors were identified as precipitating suicide attempts in transgender youth?,Rejection based on gender identity,Substance abuse,Socioeconomic status,Chronic illness,Rejection based on gender identity,1
34514511,Trauma,Prognostic,Which factors are linked to improved health-related quality of life and return-to-work rates following major trauma?,Longer hospital stays,Worse cognitive function,Increased age,Higher education levels,Higher education levels,4
34184787,Trauma,Diagnostic,What psychosocial factors are associated with the likelihood of progressing along the suicidality continuum?,Being employed,Lower religiosity,Higher income,Higher education,Lower religiosity,2
37209130,Trauma,Diagnostic,What distinguishes mass social media-induced illness from traditional Tourette syndrome in terms of symptom onset and demographic factors?,Lower age at onset and same rate of males,Same age at onset and higher rate of ADHD,Higher rate of OCD and lower rate of females,Higher age at onset and a higher rate of females,Higher age at onset and a higher rate of females,4
34062309,Trauma,Prognostic,How might improving mental health among food insecure older adults impact their risk for fall-related injuries?,Exacerbate conditions,Reduce risk,No impact,Increase risk,Reduce risk,2
23071345,Trauma,Diagnostic,What factors significantly mediate the relationship between sexual history and physical health in female veterans?,Age,Nutrition,Physical activity,Chronic pain,Chronic pain,4
35277241,Trauma,Prognostic,What psychological resource is indicated as necessary for acute care surgeons to cope with COVID-19 induced PTSD symptoms?,Mental health resources,Enhanced physical health support,Increased hospital staff,Surgeon training programs,Mental health resources,1
22807208,Trauma,Diagnostic,Which physical health disorder categories are more prevalent in veterans with full PTSD compared to controls?,Respiratory and endocrine disorders,Musculoskeletal and gastrointestinal disorders,Psychological and skin disorders,Circulatory and neurological disorders,Musculoskeletal and gastrointestinal disorders,2
27616728,Trauma,Diagnostic,Which neuroendocrine markers distinguished aggressive secondary callous-unemotional variants from primary variants in adolescent boys?,High cortisol-to-DHEA ratios,Increased DHEA levels,Low cortisol levels,Enhanced emotional reactivity,High cortisol-to-DHEA ratios,1
34409668,Trauma,Factoid,Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?,Sleep latency,Sleep efficiency,Sleep interruptions,Sleep duration,Sleep latency,1
37294816,Trauma,Diagnostic,What is the primary characteristic that differentiates veterans with a history of suicide attempts from those without during hospitalization for suicidal ideation?,Higher age at the first attempt,More resilience factors,Greater frequency and duration of suicidal ideation,Lower rates of post-traumatic stress disorder,Greater frequency and duration of suicidal ideation,3
33714868,Trauma,Factoid,What two trauma-related disorders are distinguished in the 11th version of the International Classification of Diseases?,PTSD and CPTSD,OCD and GAD,Adjustment Disorder and Panic Disorder,Anxiety and Depression,PTSD and CPTSD,1
33721660,Trauma,Prognostic,How might the frequency and severity of different maltreatment types influence the likelihood of PTSD diagnosis among youth in foster care?,Decrease likelihood,No influence,Increase likelihood,Only affects older youth,Increase likelihood,3
37054787,Trauma,Prognostic,"Based on the association between extreme weather events in Africa and mental health, what kind of disorders are likely to result from these events?",Substance use disorders,Mood disorders,Gastrointestinal disorders,Personality disorders,Mood disorders,2
33539113,Trauma,Preventive,What can mental health organizations implement to improve the quality of care for providers experiencing job stress?,Enhance organizational support,Increase emotional exhaustion,Reduce role clarity,Decrease supervision,Enhance organizational support,1
35167361,Trauma,Preventive,Which intervention may help reduce PTSD symptoms for women who have experienced stillbirth?,Medication alone,Immediate post-birth therapy,Online yoga with social support,Physical rehabilitation,Online yoga with social support,3
22036001,Trauma,Diagnostic,"In women who have experienced intimate partner violence, how do shame and guilt relate to the severity of PTSD?",They are inversely related,They are positively associated,They completely determine PTSD severity,They have no association,They are positively associated,2
34247301,Trauma,Diagnostic,Which early-life factor is associated with the presence of disruptive behaviors in children with autistic traits?,Maternal education,Paternal age," ""Child's birth weight""",Prenatal smoking,Prenatal smoking,4
24223110,Trauma,Diagnostic,What underlying factor is suggested to influence the perception of faces as unapproachable in individuals with borderline personality disorder?,Childhood trauma,Cultural background,Medications,Gender differences,Childhood trauma,1
34327711,Trauma,Prognostic,What aspect of foster care potentially mitigates the effects of early childhood adversity on children?,Duration in foster care,Caregiving quality,Siblings in care,Age of onset,Caregiving quality,2
33863255,Trauma,Preventive,What strategies can be implemented to improve public acceptability of home treatment for mental health issues?,Increasing awareness of mental health,Promoting hospital treatment,Decreasing age-related interventions,Reducing access to home care,Increasing awareness of mental health,1
37434505,Trauma,Prognostic,How might concordance across stress responses influence the future depressive symptoms in adolescents?,Diminish self-worth,Increase resilience,Heighten suicidal ideation,Facilitate NSSI engagement,Increase resilience,2
32046571,Trauma,Prognostic,How does experiencing severe physical assaults as a child impact quality of life as they grow older?,Has no effect,Increases social acceptance,Decreases quality of life,Enhances coping skills,Decreases quality of life,3
28443046,Trauma,Preventive,What strategies could potentially assist in mitigating craving behavior associated with Internet Gaming Disorder among college students?,Reduction in screen time,Enhanced academic performance,Addressing psychological needs in real life,Increased participation in social activities,Addressing psychological needs in real life,3
33814193,Trauma,Factoid,What type of childhood maltreatment was most commonly reported among individuals with immune-mediated inflammatory diseases?,Sexual abuse,Physical abuse,Neglectful supervision,Emotional neglect,Emotional neglect,4
33842981,Trauma,Preventive,What intervention has been shown to improve health-related quality of life in patients with mild-moderate traumatic brain injury suffering from dizziness?,Vestibular rehabilitation,Cognitive-behavioral therapy,Medication therapy,Physical exercise,Vestibular rehabilitation,1
23155380,Trauma,Diagnostic,Which brain region's gray matter volume is correlated with PTSD symptom severity following trauma exposure?,Hippocampus,Dorsal anterior cingulate cortex,Amgydala,Frontal lobe,Dorsal anterior cingulate cortex,2
28374650,Trauma,Preventive,How does trauma-focused cognitive behavioral therapy aim to support youth in their recovery process?,By boosting physical activity levels,By enhancing internal narrative coherence,By facilitating family communication,By improving academic performance,By enhancing internal narrative coherence,2
18439442,Trauma,Diagnostic,Which behavioral trait is often correlated with familial transmission of suicidal behavior?,Impulsive aggression,Excessive optimism,Social withdrawal,Overwhelming joy,Impulsive aggression,1
28161798,Trauma,Factoid,Which supplement was shown to reduce the prevalence of mTBI-like behavior in animals exposed to a low-pressure blast wave?,Î²-alanine,glutamine,creatine,gamma-aminobutyric acid,Î²-alanine,1
34291838,Trauma,Diagnostic,Which emotion may mediate the relationship between emotion dysregulation and PTSD symptom reduction in combat veterans?,Shame,Guilt,Anger,Sadness,Shame,1
22560807,Trauma,Diagnostic,What character dimension has been identified as a predictor of lifetime suicide attempts in patients with schizophrenia?,Persistence,Harm avoidance,Self-directedness,Self-transcendence,Self-transcendence,4
35981920,Trauma,Preventive,What interventions could reduce the increased risk of psychological distress in trauma survivors and their caregivers?,More physical rehabilitation programs,Extended hospital stays,Enhanced mental health screenings,Increased surgical interventions,Enhanced mental health screenings,3
32419474,Trauma,Preventive,How might religiosity serve as a protective factor against suicidal behaviors in adolescents?,Through adherence to religious practices and beliefs,By enhancing adherence to social norms,By fostering a supportive community,By promoting physical health,Through adherence to religious practices and beliefs,1
22230486,Trauma,Preventive,What strategy might be effective in reversing visceral hypersensitivity linked to early-life stress in animal models?,Reduction of emotional stress,Administration of Schisandra chinensis,Use of opioids,Increase in serotonin receptor levels,Administration of Schisandra chinensis,2
39037383,Trauma,Prognostic,What long-term health risks are associated with binge drinking among patients undergoing bariatric surgery?,Reduced risk of liver disease,Higher rates of healthy lifestyle changes,Increased risk of suicide and long-term mortality,No impact on health outcomes,Increased risk of suicide and long-term mortality,3
21778955,Trauma,Prognostic,What risk factors are associated with an increased likelihood of young individuals engaging in violent behavior?,Female gender,Participating in sports teams,Use of weapons,High socioeconomic status,Use of weapons,3
22585110,Trauma,Preventive,"What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?",Increasing emergency resources,Educating all physicians,Limiting admissions to certified psychiatrists,Enhancing patient therapy options,Limiting admissions to certified psychiatrists,3
22351568,Trauma,Preventive,What aspects should pediatricians consider screening for in children with a history of sibling cancer loss?,Academic performance,Abuse risk,Nutritional health,Social skills,Abuse risk,2
22619397,Trauma,Prognostic,How might positive affective responses to trauma cues influence craving in individuals with co-occurring PTSD and alcohol dependence?,Have no effect,Strengthen craving,Decrease craving,Induce negative reactions,Strengthen craving,2
22070785,Trauma,Preventive,What approach is recommended to improve healthcare support for adult survivors of childhood sexual abuse?,Ignore patient experiences,Use stigmatizing theories,Focus on relevant risk factors,Continue existing treatment protocols,Focus on relevant risk factors,3
34599845,Trauma,Prognostic,How might pro-violence attitudes influence adolescents exposed to community violence in relation to their mental health outcomes?,Negatively affect symptoms of depression and PTSD,Enhance social bonds,Lead to increased resilience,Protect against PTSD,Negatively affect symptoms of depression and PTSD,1
36114591,Trauma,Diagnostic,Which brain regions exhibit volumetric reductions associated with chronic PTSD in combat veterans?,Cerebellum and thalamus,Left prefrontal cortex and anterior insula,Temporal lobe and parietal cortex,Right occipital lobe and amygdala,Left prefrontal cortex and anterior insula,2
